S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb),coordinate_flag,NO3_extreme_flag
2896.0,Jammu & Kashmir,Samba,Bassi Kalan,74.9014,32.6372,2023.0,7.37,790.0,0.0,388.0,48.0,0.23,27.0,21.0,0.0,402.0,119.0,26.0,16.0,2.0,0.83,0.07,3.92,,
2897.0,Jammu & Kashmir,Samba,Patli,74.9458,32.6083,2023.0,7.58,1180.0,0.0,686.0,10.0,0.82,52.0,15.0,0.0,275.0,68.0,26.0,199.0,2.0,0.06,0.4,2.78,,
2898.0,Jammu & Kashmir,Samba,Naran,75.1542,32.5042,2023.0,7.2,620.0,0.0,397.0,10.0,0.34,12.0,12.0,0.0,325.0,92.0,22.0,25.0,2.0,0.2,0.25,2.15,,
2899.0,Jammu & Kashmir,Samba,Sagoon,75.0772,32.7472,2023.0,7.32,600.0,0.0,351.0,12.0,0.25,24.0,3.0,0.0,275.0,72.0,23.0,22.0,6.0,-0.03,0.18,8.02,,
2900.0,Jammu & Kashmir,Samba,Daboh,75.105,32.5858,2023.0,7.25,920.0,0.0,397.0,45.0,0.24,37.0,94.0,0.0,460.0,162.0,13.0,29.0,2.0,-0.03,0.26,2.66,,
2901.0,Jammu & Kashmir,Samba,Dhora,75.14,32.61,2023.0,7.05,860.0,0.0,427.0,30.0,0.3,40.0,56.0,0.0,420.0,148.0,12.0,21.0,24.0,0.64,0.48,1.14,,
2902.0,Jammu & Kashmir,Samba,Kamila,75.0653,32.6092,2023.0,7.13,530.0,0.0,300.0,15.0,0.23,20.0,3.0,0.0,241.0,85.0,7.0,18.0,11.0,-0.01,0.29,1.13,,
2903.0,Jammu & Kashmir,Samba,Mothian Kalan,75.063,32.623,2023.0,7.21,850.0,0.0,538.0,28.0,0.32,14.0,5.0,0.0,437.0,145.0,18.0,32.0,2.0,12.73,0.11,1.12,,
2904.0,Jammu & Kashmir,Samba,Nud,75.1478,32.6125,2023.0,7.15,860.0,0.0,372.0,55.0,0.39,58.0,28.0,0.0,395.0,138.0,12.0,40.0,7.0,-0.03,0.35,10.31,,
2905.0,Jammu & Kashmir,Samba,Maheen Charkan,74.9867,32.6497,2023.0,7.14,440.0,0.0,250.0,8.0,0.3,27.0,3.0,1.53,216.0,58.0,17.0,3.0,18.0,-0.03,3.17,0.07,,
2906.0,Jammu & Kashmir,Samba,Birpur,74.9517,32.6555,2023.0,7.05,610.0,0.0,350.0,15.0,0.26,19.0,20.0,0.0,322.0,119.0,6.0,13.0,1.0,-0.01,0.46,1.56,,
2907.0,Jammu & Kashmir,Samba,Nagrota Uttarbani,75.065,32.6239,2023.0,7.3,1010.0,0.0,469.0,53.0,0.43,49.0,74.0,0.0,487.0,155.0,24.0,35.0,22.0,-0.01,0.68,2.93,,
2908.0,Jammu & Kashmir,Samba,Uttarbani,75.0636,32.6478,2023.0,7.22,890.0,0.0,519.0,38.0,0.28,26.0,5.0,0.0,467.0,119.0,41.0,21.0,10.0,-0.03,0.58,1.92,,
2909.0,Jammu & Kashmir,Samba,Madun,75.161,32.471,2023.0,7.18,720.0,0.0,439.0,20.0,0.45,17.0,11.0,0.0,335.0,82.0,30.0,42.0,2.0,-0.02,0.32,11.6,,
2895.0,Jammu & Kashmir,Reasi,Talwara,74.8333,33.0917,2023.0,7.43,740.0,0.0,481.0,10.0,0.15,19.0,21.0,0.0,440.0,100.0,46.0,8.0,3.0,-0.03,0.25,0.54,,
2815.0,Jammu & Kashmir,Kathua,Jandi (New),75.2458,32.4625,2023.0,7.3,910.0,0.0,417.0,43.0,0.31,44.0,87.0,0.0,420.0,140.0,17.0,51.0,2.0,1.02,0.08,0.97,,
8388.0,Uttar Pradesh,Lalitpur,Balabehat,78.4114,24.3208,2023.0,7.82,571.0,0.0,305.0,21.0,0.59,7.0,26.0,0.0,220.0,52.0,22.0,43.0,0.0,0.16,0.0,4.01,,
2813.0,Jammu & Kashmir,Kathua,Dulme Chak,75.1833,32.4333,2023.0,7.16,510.0,0.0,336.0,5.0,0.26,7.0,3.0,0.22,260.0,74.0,18.0,19.0,2.0,0.05,0.22,2.05,,
2720.0,Jammu & Kashmir,Jammu,Tanda Sheeda,74.6988,32.9722,2023.0,7.12,500.0,0.0,340.0,7.0,0.17,9.0,8.0,0.0,283.0,81.0,19.0,6.0,2.0,-0.03,0.15,0.87,,
2721.0,Jammu & Kashmir,Jammu,Arnia Ii,74.7986,32.5203,2023.0,7.08,920.0,0.0,454.0,38.0,0.31,71.0,55.0,0.0,452.0,146.0,21.0,42.0,18.0,2.63,0.24,4.56,,
2722.0,Jammu & Kashmir,Jammu,Batera,74.7464,32.8485,2023.0,7.16,580.0,0.0,339.0,10.0,0.21,37.0,3.0,0.0,323.0,90.0,24.0,6.0,2.0,-0.01,0.63,0.86,,
2723.0,Jammu & Kashmir,Jammu,Dharam Khu,74.7633,32.86,2023.0,7.18,610.0,0.0,388.0,7.0,0.27,20.0,8.0,0.0,338.0,106.0,18.0,5.0,3.0,-0.03,0.48,1.02,,
2724.0,Jammu & Kashmir,Jammu,Garhi (Jammu),74.7656,32.7907,2023.0,7.07,1080.0,0.0,598.0,44.0,0.43,57.0,34.0,0.0,567.0,166.0,38.0,38.0,3.0,0.03,0.36,2.42,,
2725.0,Jammu & Kashmir,Jammu,Kangar,74.846,32.8401,2023.0,7.27,580.0,0.0,376.0,8.0,0.27,7.0,19.0,0.0,300.0,96.0,15.0,14.0,1.0,-0.01,0.19,0.37,,
2726.0,Jammu & Kashmir,Jammu,Khairi (Raipur),74.8575,32.8076,2023.0,6.58,590.0,0.0,296.0,18.0,0.46,27.0,25.0,0.0,290.0,86.0,18.0,14.0,1.0,-0.03,0.29,0.2,,
2727.0,Jammu & Kashmir,Jammu,Lower Barnai,74.7921,32.7626,2023.0,7.25,630.0,0.0,376.0,13.0,0.0,26.0,3.0,0.59,285.0,80.0,21.0,9.0,37.0,0.08,6.44,0.19,,
2728.0,Jammu & Kashmir,Jammu,Muthi,74.7997,32.7505,2023.0,6.86,760.0,0.0,364.0,43.0,0.28,77.0,3.0,0.0,365.0,88.0,35.0,31.0,2.0,-0.04,0.32,0.95,,
2729.0,Jammu & Kashmir,Jammu,Pata Khu,74.7716,32.84,2023.0,7.14,640.0,0.0,429.0,8.0,0.26,20.0,0.0,0.0,357.0,110.0,19.0,8.0,3.0,-0.04,0.43,1.19,,
2730.0,Jammu & Kashmir,Jammu,Shama Chak,74.7419,32.8282,2023.0,7.21,700.0,0.0,392.0,15.0,0.29,35.0,26.0,0.0,352.0,96.0,27.0,19.0,12.0,-0.04,0.41,1.56,,
2731.0,Jammu & Kashmir,Jammu,Sumah,74.6702,32.9573,2023.0,7.09,640.0,0.0,417.0,13.0,0.37,12.0,3.0,0.0,357.0,120.0,13.0,9.0,2.0,0.54,0.17,0.14,,
2732.0,Jammu & Kashmir,Jammu,Bhagwana Chak,74.5695,32.8561,2023.0,7.24,420.0,0.0,271.0,7.0,0.24,7.0,3.0,0.0,199.0,66.0,9.0,17.0,1.0,-0.03,0.19,0.57,,
2719.0,Jammu & Kashmir,Jammu,Leherian,74.6885,32.8693,2023.0,7.12,630.0,0.0,401.0,8.0,0.25,22.0,4.0,0.0,340.0,94.0,26.0,8.0,3.0,-0.02,2.49,0.78,,
2733.0,Jammu & Kashmir,Jammu,Devipura,74.6506,32.8556,2023.0,7.69,510.0,0.0,314.0,5.0,0.2,24.0,9.0,0.0,289.0,82.0,21.0,4.0,1.0,0.14,0.09,1.27,,
2735.0,Jammu & Kashmir,Jammu,Allah,74.8367,32.5175,2023.0,7.28,1910.0,0.0,895.0,118.0,0.41,171.0,94.0,1.0,608.0,150.0,56.0,111.0,248.0,-0.04,1.16,3.31,,
2736.0,Jammu & Kashmir,Jammu,Bishnah,74.857,32.608,2023.0,7.67,1650.0,0.0,791.0,86.0,1.3,83.0,42.0,0.0,352.0,70.0,43.0,82.0,315.0,0.01,0.48,4.57,,
2737.0,Jammu & Kashmir,Jammu,Khairi (Bishnah),74.9064,32.5853,2023.0,7.22,760.0,0.0,480.0,12.0,0.34,14.0,7.0,0.0,350.0,82.0,35.0,39.0,3.0,-0.03,0.5,7.93,,
2738.0,Jammu & Kashmir,Jammu,Kothey Saini,74.8817,32.5772,2023.0,6.98,860.0,0.0,419.0,37.0,0.49,44.0,43.0,0.0,385.0,104.0,30.0,48.0,3.0,-0.03,0.15,2.02,,
2739.0,Jammu & Kashmir,Jammu,Kotli Charkan,74.8342,32.6156,2023.0,7.31,970.0,0.0,497.0,68.0,0.61,77.0,5.0,0.0,508.0,124.0,47.0,34.0,18.0,0.11,0.24,1.09,,
2740.0,Jammu & Kashmir,Jammu,Laswara,74.8369,32.585,2023.0,7.51,510.0,0.0,276.0,20.0,0.27,45.0,6.0,0.0,271.0,90.0,11.0,15.0,3.0,-0.04,0.38,1.22,,
2741.0,Jammu & Kashmir,Jammu,Palli,74.8886,32.6269,2023.0,7.05,960.0,0.0,510.0,42.0,0.92,50.0,9.0,0.0,440.0,98.0,47.0,54.0,2.0,0.03,0.28,8.18,,
2742.0,Jammu & Kashmir,Jammu,Poal Ii,74.82,32.51,2023.0,7.55,500.0,0.0,362.0,5.0,0.45,6.0,4.0,0.0,201.0,47.0,21.0,50.0,2.0,-0.04,0.26,5.67,,
2743.0,Jammu & Kashmir,Jammu,Rehal,74.8761,32.5614,2023.0,7.39,600.0,0.0,376.0,7.0,0.47,17.0,3.0,0.0,265.0,54.0,32.0,35.0,2.0,-0.01,0.41,5.89,,
2744.0,Jammu & Kashmir,Jammu,Salehar Ii,74.8181,32.5603,2023.0,7.55,900.0,0.0,509.0,38.0,0.32,59.0,0.0,0.72,355.0,84.0,35.0,34.0,96.0,0.25,1.83,0.9,,
2745.0,Jammu & Kashmir,Jammu,Majua Laxmi,74.918,32.5552,2023.0,7.84,680.0,0.0,352.0,30.0,0.34,23.0,25.0,0.0,337.0,80.0,33.0,19.0,3.0,-0.03,0.3,3.53,,
2746.0,Jammu & Kashmir,Jammu,Upralakanhal,74.8833,32.6333,2023.0,8.04,600.0,0.0,350.0,18.0,0.62,25.0,17.0,0.0,186.0,46.0,17.0,79.0,1.0,-0.03,0.66,2.06,,
2747.0,Jammu & Kashmir,Jammu,Kot Kaswal,75.1083,32.7989,2023.0,6.81,760.0,0.0,468.0,20.0,0.27,27.0,16.0,0.0,415.0,138.0,17.0,18.0,1.0,-0.03,0.14,2.77,,
2734.0,Jammu & Kashmir,Jammu,Taryai,74.6134,32.8696,2023.0,6.81,410.0,0.0,245.0,13.0,0.22,9.0,14.0,0.0,201.0,64.0,10.0,16.0,1.0,-0.03,0.09,0.53,,
2718.0,Jammu & Kashmir,Jammu,Jourian,74.577,32.8331,2023.0,7.36,810.0,0.0,376.0,35.0,0.22,49.0,62.0,0.0,418.0,140.0,17.0,21.0,6.0,-0.01,0.2,1.74,,
2717.0,Jammu & Kashmir,Jammu,Gura (Akhnoor),74.708,32.8813,2023.0,7.13,1340.0,0.0,777.0,82.0,0.45,20.0,5.0,2.11,627.0,146.0,65.0,51.0,16.0,0.12,1.04,0.11,,
2716.0,Jammu & Kashmir,Jammu,Chowki Chora,74.6515,33.0224,2023.0,7.27,490.0,0.0,261.0,20.0,0.23,39.0,6.0,0.37,222.0,75.0,9.0,21.0,10.0,-0.04,2.55,1.29,,
7755.0,Uttar Pradesh,Banda,HBaaznadr PTuomwapr Odsf BBlhoaclkih Oanffjiocte.,80.7094,25.5545,2023.0,7.84,730.0,0.0,390.0,21.0,0.41,13.0,0.0,0.0,190.0,32.0,26.0,79.0,1.0,1.12,0.0,3.0,,
7756.0,Uttar Pradesh,Banda,Kaji Tola,80.7243,25.6456,2023.0,7.79,888.0,0.0,500.0,14.0,0.77,8.0,6.0,0.0,270.0,48.0,36.0,78.0,2.0,0.17,0.0,6.74,,
7757.0,Uttar Pradesh,Banda,Murwal,80.5604,25.517,2023.0,7.67,777.0,0.0,415.0,21.0,0.38,10.0,8.0,0.0,280.0,52.0,36.0,49.0,2.0,0.15,0.0,4.04,,
7758.0,Uttar Pradesh,Banda,Chamraha,80.1737,25.3857,2023.0,7.99,986.0,0.0,561.0,14.0,0.78,0.0,6.0,0.0,270.0,40.0,41.0,101.0,2.0,0.08,0.0,17.49,,
7759.0,Uttar Pradesh,Banda,Jaurahi,80.4317,25.4811,2023.0,8.02,1012.0,0.0,512.0,36.0,0.61,23.0,0.0,0.0,250.0,48.0,31.0,113.0,2.0,0.21,0.0,4.16,,
7760.0,Uttar Pradesh,Banda,Kahriya,80.3749,25.5787,2023.0,8.18,845.0,0.0,476.0,14.0,0.52,0.0,10.0,0.0,330.0,40.0,55.0,41.0,1.0,0.32,0.0,5.24,,
7761.0,Uttar Pradesh,Banda,Kanwara,80.3226,25.5132,2023.0,8.07,882.0,0.0,439.0,28.0,0.44,24.0,21.0,0.0,250.0,64.0,22.0,86.0,0.0,0.2,0.0,0.0,,
7762.0,Uttar Pradesh,Banda,Hand Pump Of Block Office,79.8944,25.4811,2023.0,7.61,1795.0,0.0,586.0,142.0,0.69,131.0,79.0,0.0,440.0,48.0,77.0,204.0,1.0,1.3,0.0,6.0,,
7764.0,Uttar Pradesh,Banda,Oran,80.7385,25.3715,2023.0,8.02,999.0,0.0,439.0,78.0,0.47,21.0,8.0,0.0,340.0,92.0,26.0,71.0,3.0,0.25,0.0,3.66,,
7765.0,Uttar Pradesh,Banda,Narauli,80.4436,25.8604,2023.0,7.84,1555.0,0.0,769.0,71.0,0.64,34.0,9.0,0.0,300.0,36.0,50.0,214.0,4.0,0.17,0.0,28.87,,
7766.0,Uttar Pradesh,Banda,Sindhan Kalan,80.4421,25.7794,2023.0,7.69,500.0,0.0,268.0,7.0,0.48,9.0,11.0,0.0,200.0,60.0,12.0,22.0,1.0,0.08,0.0,3.52,,
7767.0,Uttar Pradesh,Banda,Itarra,80.9911,25.4906,2023.0,7.64,841.0,0.0,403.0,50.0,0.52,10.0,8.0,0.0,200.0,48.0,19.0,102.0,0.0,0.17,0.0,3.68,,
2700.0,Jammu & Kashmir,Reasi,Aliyah,74.553,33.165,2023.0,7.35,720.0,0.0,522.0,7.0,0.22,12.0,7.0,0.22,424.0,146.0,15.0,7.0,1.0,-0.04,0.23,1.15,,
2701.0,Jammu & Kashmir,Reasi,Bhambla,74.5771,33.0519,2023.0,7.1,1230.0,0.0,638.0,99.0,0.28,54.0,6.0,0.0,556.0,194.0,17.0,88.0,2.0,-0.03,0.42,4.39,,
2702.0,Jammu & Kashmir,Reasi,Dadua,74.6397,33.0716,2023.0,7.42,690.0,0.0,443.0,20.0,0.2,16.0,8.0,0.0,379.0,128.0,15.0,13.0,1.0,-0.04,0.15,1.6,,
2703.0,Jammu & Kashmir,Reasi,Garan Jagir,74.6489,33.0709,2023.0,7.44,750.0,0.0,510.0,12.0,0.29,17.0,7.0,0.0,404.0,132.0,18.0,20.0,1.0,-0.04,0.14,3.68,,
2704.0,Jammu & Kashmir,Reasi,Nanora,74.6311,33.1281,2023.0,7.38,720.0,0.0,504.0,12.0,0.22,20.0,0.0,0.0,399.0,119.0,24.0,15.0,8.0,-0.04,0.65,1.9,,
2705.0,Jammu & Kashmir,Baramulla,Binner,74.3553,34.2319,2023.0,7.46,520.0,0.0,331.0,7.0,0.18,9.0,5.0,0.0,246.0,60.0,23.0,20.0,1.0,0.44,5.76,0.01,,
2706.0,Jammu & Kashmir,Baramulla,Jambazpora,74.3633,34.2192,2023.0,7.33,687.0,0.0,397.0,25.0,0.41,15.0,4.0,0.0,307.0,91.0,18.0,31.0,1.0,-0.01,0.83,0.51,,
2707.0,Jammu & Kashmir,Baramulla,Uplna,74.3975,34.2008,2023.0,7.31,1290.0,0.0,546.0,65.0,0.34,51.0,139.0,0.0,569.0,185.0,27.0,55.0,14.0,-0.02,0.54,1.79,,
2708.0,Jammu & Kashmir,Baramulla,Lolipora,74.5364,34.2164,2023.0,7.06,1655.0,0.0,419.0,274.0,0.33,126.0,25.0,0.0,663.0,199.0,41.0,109.0,5.0,-0.01,0.41,4.07,,
2709.0,Jammu & Kashmir,Baramulla,Hadipora,74.3908,34.2914,2023.0,6.75,826.0,0.0,196.0,112.0,0.16,48.0,37.0,0.0,318.0,96.0,19.0,43.0,2.0,-0.02,0.56,0.25,,
2710.0,Jammu & Kashmir,Baramulla,Mazbugh,74.4294,34.2781,2023.0,7.02,863.0,0.0,510.0,35.0,0.18,20.0,6.0,0.0,420.0,127.0,26.0,33.0,3.0,0.01,1.65,2.05,,
2711.0,Jammu & Kashmir,Baramulla,Said Pora,74.4631,34.3211,2023.0,7.03,468.0,0.0,231.0,28.0,0.1,19.0,4.0,0.0,220.0,64.0,15.0,13.0,1.0,-0.02,0.16,0.28,,
2712.0,Jammu & Kashmir,Baramulla,Bomai,74.4213,34.3564,2023.0,6.78,594.0,0.0,395.0,8.0,0.22,4.0,3.0,0.0,285.0,81.0,21.0,18.0,4.0,25.28,51.37,0.23,,
2713.0,Jammu & Kashmir,Baramulla,Badran,74.5764,34.0931,2023.0,7.13,346.0,0.0,210.0,8.0,0.16,9.0,3.0,0.0,171.0,54.0,9.0,8.0,1.0,1.84,0.13,0.17,,
2714.0,Jammu & Kashmir,Baramulla,Waripora,74.5611,34.0906,2023.0,7.6,652.0,0.0,389.0,28.0,0.36,11.0,3.0,0.0,322.0,112.0,11.0,15.0,2.0,6.59,0.39,1.12,,
2715.0,Jammu & Kashmir,Handwara,Hampora,74.3272,34.3564,2023.0,7.18,612.0,0.0,425.0,5.0,0.12,5.0,6.0,0.84,312.0,91.0,22.0,19.0,1.0,-0.03,6.87,0.01,,
2748.0,Jammu & Kashmir,Jammu,Kunihala,75.0333,32.8372,2023.0,7.14,760.0,0.0,392.0,45.0,0.3,46.0,3.0,0.0,325.0,102.0,17.0,46.0,2.0,-0.01,1.36,2.69,,
2749.0,Jammu & Kashmir,Jammu,Sidhra,74.8947,32.7597,2023.0,7.03,1000.0,0.0,462.0,37.0,0.26,60.0,79.0,0.0,510.0,146.0,35.0,27.0,2.0,0.02,0.46,0.74,,
2750.0,Jammu & Kashmir,Jammu,Badsoo,75.0186,32.8525,2023.0,7.06,550.0,0.0,300.0,15.0,0.31,23.0,21.0,0.0,270.0,92.0,10.0,14.0,2.0,-0.02,0.38,3.5,,
2751.0,Jammu & Kashmir,Jammu,Greater Kailash,74.9305,32.6861,2023.0,7.07,740.0,0.0,400.0,23.0,0.26,25.0,33.0,0.0,387.0,135.0,12.0,16.0,1.0,-0.01,0.45,0.65,,
2785.0,Jammu & Kashmir,Jammu,Bega,74.6681,32.6147,2023.0,7.29,550.0,0.0,350.0,8.0,0.5,31.0,11.0,0.0,312.0,98.0,16.0,8.0,1.0,0.48,0.18,1.12,,
2786.0,Jammu & Kashmir,Jammu,Bera,74.677,32.619,2023.0,7.51,530.0,0.0,337.0,8.0,0.59,27.0,3.0,0.0,281.0,72.0,24.0,18.0,2.0,1.02,0.13,2.67,,
2787.0,Jammu & Kashmir,Jammu,Nikowal,74.7056,32.5083,2023.0,7.7,970.0,0.0,613.0,45.0,0.56,33.0,9.0,0.0,422.0,72.0,58.0,93.0,4.0,-0.01,0.39,18.77,,
2788.0,Jammu & Kashmir,Jammu,Sei Khurd,74.7247,32.5075,2023.0,7.39,1050.0,0.0,598.0,49.0,0.45,60.0,76.0,0.0,467.0,134.0,32.0,78.0,21.0,-0.03,0.34,6.58,,
2789.0,Jammu & Kashmir,Jammu,Kalah,74.4484,32.9207,2023.0,7.27,910.0,0.0,505.0,40.0,0.63,44.0,54.0,0.0,443.0,138.0,27.0,48.0,2.0,0.0,0.55,4.5,,
2790.0,Jammu & Kashmir,Jammu,Baradow,74.4251,32.9093,2023.0,7.37,730.0,0.0,450.0,7.0,0.24,16.0,30.0,0.0,418.0,152.0,10.0,9.0,1.0,-0.01,0.13,0.96,,
2791.0,Jammu & Kashmir,Jammu,Jogwan,74.4418,32.9325,2023.0,7.17,690.0,0.0,401.0,12.0,0.28,20.0,32.0,0.0,378.0,134.0,11.0,10.0,1.0,-0.02,0.18,1.26,,
2792.0,Jammu & Kashmir,Jammu,Chatta,74.9344,32.693,2023.0,6.92,510.0,0.0,313.0,10.0,0.33,15.0,3.0,0.0,271.0,97.0,7.0,10.0,2.0,-0.03,0.43,0.95,,
2793.0,Jammu & Kashmir,Jammu,Satwari,74.8458,32.6889,2023.0,7.46,870.0,0.0,468.0,32.0,0.2,35.0,45.0,0.0,460.0,128.0,34.0,28.0,2.0,-0.04,0.17,1.84,,
2794.0,Jammu & Kashmir,Jammu,Suchetgarh Ii,74.6756,32.5675,2023.0,7.69,1180.0,0.0,754.0,38.0,1.21,61.0,5.0,0.0,492.0,68.0,78.0,127.0,4.0,-0.04,2.68,9.14,,
2795.0,Jammu & Kashmir,Kathua,Bhagwal,75.3667,32.45,2023.0,6.84,360.0,0.0,224.0,8.0,0.25,11.0,3.0,0.0,185.0,58.0,10.0,11.0,2.0,0.06,0.11,0.39,,
2796.0,Jammu & Kashmir,Kathua,Patiari,75.4417,32.3958,2023.0,6.7,300.0,0.0,142.0,8.0,0.21,21.0,10.0,0.0,145.0,48.0,6.0,7.0,1.0,0.59,0.07,0.06,,
2797.0,Jammu & Kashmir,Kathua,Billawar,75.6083,32.6131,2023.0,7.0,870.0,0.0,505.0,40.0,0.32,30.0,5.0,0.48,415.0,142.0,15.0,41.0,15.0,-0.03,2.6,1.32,,
2798.0,Jammu & Kashmir,Kathua,Lakri,75.4153,32.6561,2023.0,7.01,710.0,0.0,388.0,35.0,0.2,26.0,3.0,0.0,330.0,106.0,16.0,32.0,7.0,-0.01,0.41,2.28,,
2799.0,Jammu & Kashmir,Kathua,Mandli,75.5083,32.6356,2023.0,6.86,730.0,0.0,431.0,22.0,0.29,28.0,3.0,0.0,335.0,104.0,18.0,36.0,11.0,-0.03,0.43,2.09,,
2800.0,Jammu & Kashmir,Kathua,Nagrota?Gujroo,75.3939,32.6464,2023.0,6.82,1000.0,0.0,456.0,77.0,0.29,47.0,29.0,0.0,395.0,126.0,19.0,77.0,9.0,-0.02,0.29,1.21,,
2801.0,Jammu & Kashmir,Kathua,Pallan,75.5658,32.5564,2023.0,6.32,340.0,0.0,185.0,15.0,0.17,19.0,3.0,0.0,165.0,52.0,9.0,13.0,1.0,-0.03,0.15,0.19,,
2802.0,Jammu & Kashmir,Kathua,Phinter,75.5444,32.5828,2023.0,6.24,440.0,0.0,197.0,30.0,0.2,21.0,13.0,0.0,205.0,64.0,11.0,16.0,3.0,-0.03,0.19,0.22,,
2803.0,Jammu & Kashmir,Kathua,Ramkot,75.3361,32.6417,2023.0,6.86,790.0,0.0,505.0,15.0,0.24,17.0,3.0,0.0,405.0,126.0,22.0,22.0,7.0,-0.03,0.79,2.61,,
2804.0,Jammu & Kashmir,Kathua,Lokli,75.2733,32.5442,2023.0,6.65,280.0,0.0,156.0,8.0,0.17,13.0,12.0,0.0,145.0,50.0,5.0,4.0,1.0,-0.03,0.19,0.03,,
2805.0,Jammu & Kashmir,Kathua,Nauni,75.3019,32.5581,2023.0,6.9,640.0,0.0,392.0,15.0,0.28,22.0,6.0,0.0,345.0,114.0,15.0,13.0,2.0,-0.03,0.23,3.18,,
2806.0,Jammu & Kashmir,Kathua,Patyari Ii,75.265,32.547,2023.0,7.22,770.0,0.0,467.0,25.0,0.27,22.0,3.0,0.0,395.0,130.0,17.0,20.0,2.0,-0.02,1.23,2.09,,
2807.0,Jammu & Kashmir,Kathua,Saida,75.293,32.551,2023.0,6.92,450.0,0.0,261.0,10.0,0.25,19.0,6.0,0.0,240.0,82.0,9.0,8.0,3.0,-0.03,0.43,1.07,,
2808.0,Jammu & Kashmir,Kathua,Chakara,75.259,32.418,2023.0,7.33,300.0,0.0,194.0,5.0,0.25,7.0,3.0,0.0,145.0,48.0,6.0,15.0,1.0,-0.04,0.0,0.0,,
2809.0,Jammu & Kashmir,Kathua,Chakhariya,75.3667,32.3889,2023.0,7.14,580.0,0.0,375.0,10.0,0.16,13.0,11.0,0.0,322.0,115.0,9.0,14.0,5.0,0.05,0.16,1.26,,
2810.0,Jammu & Kashmir,Kathua,Chan Khatrian,75.2458,32.4875,2023.0,7.05,370.0,0.0,205.0,10.0,0.18,12.0,12.0,0.0,185.0,62.0,7.0,12.0,2.0,-0.01,0.2,0.86,,
2811.0,Jammu & Kashmir,Kathua,Chanranga,75.3306,32.4833,2023.0,7.06,370.0,0.0,218.0,8.0,0.15,12.0,4.0,0.0,160.0,52.0,7.0,17.0,1.0,1.04,0.05,0.16,,
2812.0,Jammu & Kashmir,Kathua,Chapki Kalan,75.3147,32.4472,2023.0,6.54,270.0,0.0,166.0,5.0,0.2,11.0,9.0,0.0,140.0,46.0,6.0,9.0,1.0,-0.03,0.21,0.2,,
2944.0,Jammu & Kashmir,Udhampur,Jhakkar,75.1302,32.9265,2023.0,6.5,310.0,0.0,184.0,7.0,0.24,12.0,3.0,0.0,155.0,52.0,6.0,7.0,1.0,-0.02,0.2,0.06,,
2784.0,Jammu & Kashmir,Jammu,Agre Chak,74.7158,32.6225,2023.0,7.37,690.0,0.0,350.0,28.0,0.37,56.0,16.0,0.0,347.0,102.0,21.0,25.0,2.0,-0.02,0.57,2.28,,
2814.0,Jammu & Kashmir,Kathua,Feruchak,75.274,32.468,2023.0,7.04,580.0,0.0,367.0,13.0,0.32,16.0,3.0,0.0,300.0,100.0,12.0,17.0,2.0,-0.01,0.23,1.77,,
2783.0,Jammu & Kashmir,Jammu,Sohanjana,74.7431,32.6972,2023.0,7.33,1040.0,0.0,601.0,43.0,0.25,64.0,10.0,0.0,497.0,146.0,32.0,32.0,63.0,0.32,1.41,2.84,,
2781.0,Jammu & Kashmir,Jammu,Lalyal,74.7739,32.6644,2023.0,7.21,770.0,0.0,509.0,15.0,0.27,28.0,4.0,0.0,397.0,90.0,11.0,20.0,25.0,-0.04,0.21,2.3,,
2752.0,Jammu & Kashmir,Jammu,Kah Pahuta,75.0417,32.8344,2023.0,6.9,640.0,0.0,325.0,32.0,0.24,29.0,15.0,0.0,305.0,96.0,16.0,25.0,1.0,-0.03,0.16,2.37,,
2753.0,Jammu & Kashmir,Jammu,Kaluchak,74.892,32.657,2023.0,7.07,530.0,0.0,325.0,10.0,0.27,9.0,14.0,0.0,261.0,79.0,16.0,17.0,2.0,-0.03,0.16,1.02,,
2754.0,Jammu & Kashmir,Jammu,Katcha Pind (Dansal),74.9953,32.8656,2023.0,6.9,890.0,0.0,497.0,37.0,0.37,45.0,5.0,0.0,450.0,140.0,24.0,34.0,2.0,-0.03,0.32,1.94,,
2755.0,Jammu & Kashmir,Jammu,Rangoora,74.8964,32.7506,2023.0,7.12,700.0,0.0,351.0,17.0,0.21,28.0,36.0,0.0,345.0,100.0,23.0,13.0,2.0,-0.02,0.48,0.7,,
2756.0,Jammu & Kashmir,Jammu,Surinsar,75.0431,32.7672,2023.0,7.68,940.0,0.0,598.0,22.0,0.49,45.0,7.0,0.0,440.0,74.0,62.0,68.0,6.0,-0.04,5.68,17.81,,
2757.0,Jammu & Kashmir,Jammu,Trikuta Nagar,74.88,32.7116,2023.0,7.12,770.0,0.0,376.0,32.0,0.35,29.0,43.0,0.0,360.0,110.0,21.0,29.0,6.0,-0.01,0.19,3.07,,
2758.0,Jammu & Kashmir,Jammu,Bakore,74.562,32.8062,2023.0,7.21,470.0,0.0,284.0,10.0,0.29,24.0,3.0,0.0,259.0,86.0,11.0,8.0,1.0,5.11,4.43,0.03,,
