S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at,CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,PO4,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),Fe (ppm),As (ppb),U (ppb),coordinate_flag,NO3_extreme_flag
1393.0,Chhattisgarh,Jashpur,Raoni,83.6614,23.0067,2023.0,7.64,195.0,0.0,43.0,14.0,0.17,1.0,54.0,0.0,85.0,22.0,7.0,9.0,1.0,,,0.0,,
1392.0,Chhattisgarh,Jashpur,Raikera,83.6542,22.9347,2023.0,7.65,236.0,0.0,55.0,28.0,0.16,2.0,35.0,0.0,75.0,14.0,10.0,19.0,1.0,,,0.0,,
1391.0,Chhattisgarh,Jashpur,Peta,83.5983,22.9594,2023.0,8.0,202.0,0.0,98.0,14.0,0.38,1.0,0.0,0.0,65.0,24.0,1.0,16.0,1.0,,,0.0,,
1390.0,Chhattisgarh,Jashpur,Pandripani,83.706,22.922,2023.0,8.23,538.0,0.0,183.0,57.0,0.34,6.0,58.0,0.0,240.0,54.0,25.0,14.0,3.0,,,0.0,,
1389.0,Chhattisgarh,Jashpur,Maini,83.5403,22.9806,2023.0,7.6,110.0,0.0,43.0,7.0,0.11,2.0,3.0,0.0,25.0,8.0,1.0,12.0,2.0,,,0.0,,
1375.0,Chhattisgarh,Janjgir Champa,Meubhata,82.465,22.066,2023.0,7.78,487.0,0.0,226.0,28.0,0.98,5.0,6.0,0.0,215.0,68.0,11.0,19.0,1.0,,,1.59,,
1376.0,Chhattisgarh,Janjgir Champa,Mulmula,82.4031,21.7351,2023.0,7.32,1157.0,0.0,305.0,167.0,0.35,38.0,30.0,0.0,380.0,82.0,42.0,77.0,5.0,,,4.21,,
1377.0,Chhattisgarh,Janjgir Champa,Pamgarh,82.4528,21.8129,2023.0,7.74,685.0,0.0,214.0,92.0,0.88,9.0,18.0,0.0,220.0,52.0,22.0,54.0,8.0,,,0.68,,
1378.0,Chhattisgarh,Janjgir Champa,Sasaha,82.3844,21.9833,2023.0,7.5,647.0,0.0,342.0,36.0,0.48,5.0,1.0,0.0,235.0,52.0,25.0,33.0,1.0,,,4.12,,
1379.0,Chhattisgarh,Janjgir Champa,Damau,82.8594,22.1356,2023.0,8.05,459.0,0.0,275.0,14.0,0.76,2.0,0.0,0.0,215.0,50.0,22.0,9.0,3.0,,,1.25,,
1380.0,Chhattisgarh,Janjgir Champa,Sakti,82.9625,21.8708,2023.0,7.75,1185.0,0.0,390.0,178.0,0.26,19.0,4.0,0.0,395.0,84.0,44.0,97.0,7.0,,,5.01,,
1407.0,Chhattisgarh,Jashpur,Tapkara,83.95,22.5042,2023.0,7.28,876.0,0.0,195.0,163.0,0.98,9.0,48.0,0.0,340.0,86.0,30.0,41.0,1.0,,,2.22,,
1381.0,Chhattisgarh,Janjgir Champa,Saliabhata,82.8477,22.0208,2023.0,8.05,425.0,0.0,220.0,18.0,1.64,4.0,5.0,0.0,210.0,68.0,10.0,8.0,1.0,,,1.34,,
1384.0,Chhattisgarh,Jashpur,Bagicha,83.6542,22.9764,2023.0,8.33,598.0,3.0,226.0,57.0,0.52,24.0,12.0,0.0,250.0,60.0,24.0,21.0,6.0,,,8.83,,
1385.0,Chhattisgarh,Jashpur,Bahora,83.7839,23.1019,2023.0,7.85,229.0,0.0,110.0,11.0,0.97,5.0,0.0,0.0,80.0,26.0,4.0,11.0,2.0,,,0.0,,
1386.0,Chhattisgarh,Jashpur,Durgapara,83.5496,23.0304,2023.0,7.28,613.0,0.0,177.0,89.0,0.89,0.0,54.0,0.0,250.0,70.0,18.0,25.0,3.0,,,8.09,,
1388.0,Chhattisgarh,Jashpur,Kanpoda,83.8315,22.8802,2023.0,7.47,126.0,0.0,37.0,14.0,0.62,1.0,12.0,0.0,30.0,10.0,1.0,15.0,1.0,,,0.0,,
1476.0,Chhattisgarh,Kawardha,Rengakharkhurd,81.2199,22.0517,2023.0,7.53,908.0,0.0,439.0,53.0,0.0,11.0,30.0,0.0,340.0,42.0,56.0,60.0,1.0,,,0.02,,
1477.0,Chhattisgarh,Kawardha,Pandaria,81.4181,22.2167,2023.0,7.53,673.0,0.0,311.0,39.0,0.29,23.0,8.0,0.0,250.0,62.0,23.0,39.0,1.0,,,0.0,,
1478.0,Chhattisgarh,Kawardha,Bijabairangi,81.1659,21.7419,2023.0,7.78,534.0,0.0,317.0,11.0,0.0,1.0,1.0,0.0,210.0,42.0,25.0,24.0,1.0,,,0.0,,
1578.0,Chhattisgarh,Mahasamund,Jogidipa,82.2599,21.2231,2023.0,7.82,394.0,0.0,244.0,7.0,0.71,6.0,1.0,0.0,170.0,46.0,13.0,19.0,1.0,,,0.32,,
1577.0,Chhattisgarh,Mahasamund,Jhalkhamhariya,82.1453,21.0772,2023.0,7.44,436.0,0.0,73.0,53.0,0.25,6.0,53.0,0.0,135.0,40.0,8.0,29.0,2.0,,,0.01,,
1576.0,Chhattisgarh,Mahasamund,Jhalap,82.3831,21.2158,2023.0,7.69,463.0,0.0,165.0,46.0,0.31,8.0,9.0,0.0,190.0,46.0,18.0,19.0,1.0,,,0.0,,
1575.0,Chhattisgarh,Mahasamund,Belsunda,82.0271,21.1634,2023.0,8.16,437.0,0.0,207.0,32.0,0.1,5.0,0.0,0.0,195.0,56.0,13.0,11.0,4.0,,,0.0,,
1574.0,Chhattisgarh,Mahasamund,Baldidih,82.6417,21.2917,2023.0,7.36,625.0,0.0,262.0,43.0,0.3,59.0,12.0,0.0,245.0,74.0,14.0,33.0,4.0,,,0.01,,
1573.0,Chhattisgarh,Mahasamund,Saraipali,83.0083,21.3167,2023.0,7.93,581.0,0.0,342.0,28.0,0.46,5.0,0.0,0.0,290.0,52.0,38.0,16.0,2.0,,,0.0,,
1572.0,Chhattisgarh,Mahasamund,Mandalpur,82.9228,21.4875,2023.0,7.73,669.0,0.0,445.0,18.0,0.37,7.0,0.0,0.0,260.0,44.0,36.0,55.0,4.0,,,0.0,,
1571.0,Chhattisgarh,Mahasamund,Basna,82.8264,21.2694,2023.0,7.45,870.0,0.0,220.0,107.0,0.4,65.0,35.0,0.0,310.0,72.0,31.0,58.0,1.0,,,0.0,,
1570.0,Chhattisgarh,Mahasamund,Tendukonda,82.4708,21.1083,2023.0,7.5,975.0,0.0,244.0,135.0,0.39,10.0,28.0,0.0,320.0,84.0,26.0,66.0,2.0,,,0.0,,
1569.0,Chhattisgarh,Mahasamund,Suarmar,82.4958,20.9694,2023.0,7.85,900.0,0.0,390.0,46.0,0.65,18.0,57.0,0.0,385.0,108.0,28.0,30.0,1.0,,,0.11,,
1568.0,Chhattisgarh,Mahasamund,Khallari,82.2972,21.0833,2023.0,7.92,601.0,0.0,299.0,36.0,2.3,7.0,4.0,0.0,200.0,34.0,28.0,60.0,1.0,,,0.54,,
1567.0,Chhattisgarh,Mahasamund,Hadabundh,82.2183,21.0933,2023.0,7.88,221.0,0.0,67.0,21.0,0.41,5.0,14.0,0.0,65.0,20.0,4.0,18.0,2.0,,,0.0,,
1566.0,Chhattisgarh,Mahasamund,Bagbahara,82.4083,21.0333,2023.0,6.93,221.0,0.0,73.0,25.0,0.4,7.0,14.0,0.0,65.0,18.0,5.0,19.0,2.0,,,0.0,,
1565.0,Chhattisgarh,Mahasamund,Awaradabri,82.3006,21.0847,2023.0,6.7,202.0,0.0,49.0,28.0,0.2,2.0,27.0,0.0,85.0,24.0,6.0,5.0,3.0,,,0.0,,
1579.0,Chhattisgarh,Mahasamund,Lavra Khurud,82.1169,21.0886,2023.0,7.5,820.0,0.0,317.0,60.0,0.21,17.0,37.0,0.0,340.0,34.0,61.0,27.0,0.0,,,0.0,,
1564.0,Chhattisgarh,Koriya,Sonhat,82.5189,23.4819,2023.0,7.45,228.0,0.0,67.0,11.0,0.49,51.0,4.0,0.0,95.0,28.0,6.0,9.0,4.0,,,0.0,,
1562.0,Chhattisgarh,Koriya,Bikrampur,82.4828,23.4532,2023.0,7.85,700.0,0.0,329.0,53.0,0.37,2.0,8.0,0.0,235.0,26.0,41.0,53.0,5.0,,,0.0,,
1561.0,Chhattisgarh,Koriya,Bhainswar,82.27,23.4919,2023.0,8.04,833.0,0.0,311.0,78.0,0.3,8.0,49.0,0.0,235.0,42.0,31.0,72.0,7.0,,,0.0,,
1560.0,Chhattisgarh,Koriya,Ujiyarpur,82.405,23.3139,2023.0,7.67,127.0,0.0,18.0,7.0,0.31,38.0,10.0,0.0,40.0,12.0,2.0,10.0,2.0,,,0.0,,
1559.0,Chhattisgarh,Koriya,Tilokhan,81.9833,23.4833,2023.0,7.91,524.0,0.0,226.0,14.0,0.72,54.0,0.0,0.0,235.0,20.0,44.0,8.0,14.0,,,0.01,,
1558.0,Chhattisgarh,Koriya,Tarabahara,82.1806,23.4111,2023.0,7.54,213.0,0.0,37.0,4.0,0.34,52.0,24.0,0.0,70.0,2.0,16.0,9.0,13.0,,,0.0,,
1557.0,Chhattisgarh,Koriya,Rojhi,81.9715,23.4824,2023.0,7.8,161.0,0.0,37.0,7.0,0.45,50.0,0.0,0.0,55.0,20.0,1.0,16.0,2.0,,,0.0,,
1556.0,Chhattisgarh,Koriya,Piparia,82.2509,23.269,2023.0,7.58,687.0,0.0,336.0,43.0,0.1,13.0,2.0,0.0,160.0,40.0,14.0,77.0,2.0,,,0.02,,
1555.0,Chhattisgarh,Koriya,Pendri,82.2556,23.3486,2023.0,7.92,657.0,0.0,275.0,28.0,0.1,41.0,23.0,0.0,285.0,58.0,34.0,12.0,2.0,,,0.01,,
1554.0,Chhattisgarh,Koriya,Nagpur,82.3186,23.2817,2023.0,7.4,187.0,0.0,37.0,18.0,2.76,31.0,12.0,0.0,35.0,12.0,1.0,18.0,10.0,,,0.0,,
1553.0,Chhattisgarh,Koriya,Manendragarh,82.2058,23.2167,2023.0,7.7,679.0,0.0,207.0,110.0,4.3,1.0,19.0,0.0,200.0,52.0,17.0,62.0,6.0,,,37.32,,
1552.0,Chhattisgarh,Koriya,Kelhari,82.0486,23.4153,2023.0,7.56,353.0,0.0,110.0,28.0,0.45,53.0,13.0,0.0,155.0,40.0,13.0,11.0,8.0,,,0.0,,
1551.0,Chhattisgarh,Koriya,Garundol,82.3024,23.3776,2023.0,8.44,547.0,3.0,250.0,32.0,1.07,2.0,28.0,0.0,200.0,34.0,28.0,38.0,9.0,,,0.0,,
1550.0,Chhattisgarh,Koriya,Dodki,82.0057,23.4549,2023.0,7.98,185.0,0.0,98.0,11.0,0.34,1.0,1.0,0.0,70.0,16.0,7.0,13.0,3.0,,,0.0,,
1549.0,Chhattisgarh,Koriya,Chainpur,82.1514,23.222,2023.0,7.96,76.0,0.0,31.0,7.0,0.09,2.0,0.0,0.0,10.0,2.0,1.0,3.0,18.0,,,3.03,,
1563.0,Chhattisgarh,Koriya,Kailashpur,82.4765,23.3522,2023.0,7.81,144.0,0.0,55.0,11.0,0.17,15.0,8.0,0.0,50.0,14.0,4.0,5.0,10.0,,,0.0,,
1580.0,Chhattisgarh,Mahasamund,Mahasamund.1,82.0958,21.1083,2023.0,7.93,687.0,0.0,207.0,64.0,0.14,71.0,58.0,0.0,305.0,66.0,34.0,13.0,1.0,,,0.0,,
1581.0,Chhattisgarh,Mahasamund,Pithora,82.5167,21.2514,2023.0,7.21,402.0,0.0,110.0,57.0,0.79,23.0,31.0,0.0,140.0,40.0,10.0,27.0,2.0,,,0.0,,
1582.0,Chhattisgarh,Mahasamund,Sirpur,82.1833,21.3431,2023.0,7.81,605.0,0.0,317.0,57.0,0.88,17.0,13.0,0.0,215.0,84.0,1.0,57.0,6.0,,,0.0,,
1613.0,Chhattisgarh,Raigarh,Bartapali,83.1773,22.3401,2023.0,7.29,275.0,0.0,92.0,32.0,0.3,3.0,21.0,0.0,90.0,18.0,11.0,12.0,25.0,,,0.0,,
1611.0,Chhattisgarh,Raigarh,Barpali,83.2667,22.3278,2023.0,7.5,116.0,0.0,49.0,11.0,0.97,1.0,0.0,0.0,50.0,12.0,5.0,2.0,3.0,,,0.0,,
1609.0,Chhattisgarh,Raigarh,Bakaruma,83.4361,22.5125,2023.0,7.3,958.0,0.0,281.0,135.0,0.85,9.0,56.0,0.0,410.0,70.0,56.0,28.0,6.0,,,3.5,,
1607.0,Chhattisgarh,Raigarh,Auranar,83.1628,22.1524,2023.0,7.45,70.0,0.0,24.0,7.0,1.38,1.0,4.0,0.0,30.0,6.0,4.0,1.0,0.0,,,0.0,,
1605.0,Chhattisgarh,Raigarh,Amapali,83.2342,22.3706,2023.0,7.22,166.0,0.0,73.0,14.0,0.62,0.0,0.0,0.0,65.0,22.0,2.0,3.0,4.0,,,0.0,,
1600.0,Chhattisgarh,Mungeli,Patharia (Chorbhatti),81.8389,22.115,2023.0,7.75,1628.0,0.0,543.0,199.0,0.29,78.0,45.0,0.01,530.0,44.0,101.0,65.0,95.0,,,6.37,,
1599.0,Chhattisgarh,Mungeli,Chandargarhi,81.768,22.4417,2023.0,7.51,1860.0,0.0,476.0,217.0,0.56,172.0,42.0,0.01,575.0,168.0,37.0,88.0,109.0,,,13.85,,
1598.0,Chhattisgarh,Mungeli,Sitalkunda,81.6403,22.0167,2023.0,7.73,1617.0,0.0,141.0,149.0,0.88,502.0,9.0,0.0,475.0,126.0,38.0,175.0,2.0,,,8.23,,
1597.0,Chhattisgarh,Mungeli,Mungeli-D,81.686,22.358,2023.0,7.39,1397.0,0.0,458.0,110.0,0.78,112.0,16.0,0.0,440.0,144.0,19.0,96.0,3.0,,,13.62,,
1583.0,Chhattisgarh,Mahasamund,Tumgaon,82.1208,21.1917,2023.0,7.26,354.0,0.0,110.0,43.0,0.1,5.0,22.0,0.0,115.0,28.0,11.0,27.0,4.0,,,0.0,,
1584.0,Chhattisgarh,Mahasamund,Deori,82.7293,21.2742,2023.0,7.73,1172.0,0.0,525.0,114.0,0.91,23.0,17.0,0.0,450.0,90.0,54.0,66.0,3.0,,,0.0,,
1585.0,Chhattisgarh,Mahasamund,Jagdishpur,82.775,21.3333,2023.0,7.88,600.0,0.0,214.0,64.0,0.8,14.0,25.0,0.0,240.0,48.0,29.0,40.0,1.0,,,0.0,,
1586.0,Chhattisgarh,Mahasamund,Badesara,83.09,21.3922,2023.0,7.87,2000.0,0.0,647.0,243.0,1.23,14.0,52.0,0.0,645.0,136.0,74.0,100.0,0.0,,,4.41,,
1587.0,Chhattisgarh,Mungeli,Amerikapa (Tala),82.0322,22.4083,2023.0,7.54,1396.0,0.0,439.0,227.0,1.07,52.0,2.0,0.0,435.0,128.0,28.0,115.0,5.0,,,6.15,,
1588.0,Chhattisgarh,Mungeli,Chandli,81.2172,22.4267,2023.0,7.57,902.0,0.0,323.0,110.0,0.17,5.0,43.0,0.0,415.0,128.0,23.0,24.0,2.0,,,6.34,,
1548.0,Chhattisgarh,Koriya,Biharpur,82.243,23.4026,2023.0,8.18,676.0,0.0,287.0,50.0,3.59,8.0,17.0,0.0,115.0,30.0,10.0,105.0,5.0,,,0.0,,
1589.0,Chhattisgarh,Mungeli,Godkhami,81.6456,22.019,2023.0,7.64,768.0,0.0,378.0,53.0,1.12,4.0,0.0,0.0,230.0,76.0,10.0,74.0,2.0,,,1.94,,
1591.0,Chhattisgarh,Mungeli,Rajpur,81.6522,22.5417,2023.0,7.97,1817.0,0.0,636.0,146.0,0.98,229.0,14.0,0.0,515.0,56.0,90.0,180.0,1.0,,,7.46,,
1592.0,Chhattisgarh,Mungeli,Chatarkhar,81.6417,21.6446,2023.0,7.59,815.0,0.0,342.0,67.0,0.45,4.0,42.0,0.0,345.0,118.0,12.0,26.0,1.0,,,4.25,,
1593.0,Chhattisgarh,Mungeli,Daukapa,81.828,22.0092,2023.0,7.35,5120.0,0.0,670.0,651.0,0.38,766.0,47.0,0.0,1800.0,228.0,295.0,306.0,3.0,,,18.25,,
1594.0,Chhattisgarh,Mungeli,Deori,81.6706,22.0893,2023.0,7.73,1172.0,0.0,525.0,114.0,0.91,23.0,17.0,0.0,450.0,90.0,54.0,66.0,3.0,,,0.0,,
1595.0,Chhattisgarh,Mungeli,Fulwari,81.6262,22.4961,2023.0,7.76,1600.0,0.0,657.0,110.0,0.98,223.0,1.0,0.0,315.0,84.0,25.0,239.0,1.0,,,3.96,,
1596.0,Chhattisgarh,Mungeli,Mungeli,81.6733,22.0805,2023.0,7.58,2320.0,0.0,508.0,191.0,0.35,467.0,45.0,0.0,590.0,106.0,78.0,279.0,2.0,,,12.94,,
1590.0,Chhattisgarh,Mungeli,Patera,81.9317,22.1752,2023.0,7.2,463.0,0.0,146.0,71.0,1.41,8.0,21.0,0.0,135.0,32.0,13.0,37.0,17.0,,,0.17,,
1547.0,Chhattisgarh,Koriya,Belbehra,82.265,23.2911,2023.0,7.93,594.0,0.0,311.0,28.0,0.8,2.0,3.0,0.0,105.0,28.0,8.0,92.0,4.0,,,0.0,,
1546.0,Chhattisgarh,Koriya,Khadgawan,82.3811,23.1161,2023.0,7.78,147.0,0.0,24.0,4.0,0.56,53.0,0.0,0.0,50.0,12.0,5.0,6.0,8.0,,,0.0,,
1545.0,Chhattisgarh,Koriya,Akhradand,82.2479,23.2041,2023.0,8.5,754.0,6.0,207.0,138.0,1.92,9.0,0.0,0.0,25.0,6.0,2.0,161.0,5.0,,,0.0,,
1509.0,Chhattisgarh,Korba,Bandhakhar,82.43,22.3917,2023.0,7.58,209.0,0.0,73.0,21.0,1.41,3.0,11.0,0.0,65.0,18.0,5.0,11.0,9.0,,,0.0,,
1508.0,Chhattisgarh,Korba,Banbandha,82.3806,21.9319,2023.0,7.55,363.0,0.0,153.0,21.0,1.34,2.0,0.0,0.0,145.0,30.0,17.0,10.0,2.0,,,0.0,,
1507.0,Chhattisgarh,Korba,Urga.1,82.7278,22.1967,2023.0,7.65,1680.0,0.0,458.0,277.0,0.31,42.0,30.0,0.0,485.0,134.0,36.0,159.0,5.0,,,8.03,,
1506.0,Chhattisgarh,Korba,Salora,82.5967,22.4948,2023.0,7.76,786.0,0.0,268.0,92.0,0.48,15.0,5.0,0.0,275.0,64.0,28.0,56.0,2.0,,,114.69,,
1505.0,Chhattisgarh,Korba,Rishdi,82.7636,22.6303,2023.0,7.57,368.0,0.0,189.0,14.0,0.26,3.0,3.0,0.0,175.0,42.0,17.0,9.0,0.0,,,0.0,,
1504.0,Chhattisgarh,Korba,Pasarkhet,82.9597,22.8417,2023.0,6.81,99.0,0.0,37.0,7.0,0.98,1.0,13.0,0.0,35.0,10.0,2.0,4.0,7.0,,,0.0,,
1503.0,Chhattisgarh,Korba,Naktikhar,82.7714,22.6667,2023.0,7.3,140.0,0.0,55.0,14.0,0.34,1.0,0.0,0.0,50.0,16.0,2.0,3.0,6.0,,,0.0,,
1502.0,Chhattisgarh,Korba,Kothari Naka,82.6805,22.1263,2023.0,7.24,1994.0,0.0,549.0,298.0,0.15,30.0,30.0,0.0,740.0,98.0,119.0,105.0,1.0,,,71.45,,
1501.0,Chhattisgarh,Korba,Dumardih,82.7918,22.1831,2023.0,8.05,946.0,0.0,378.0,67.0,0.31,16.0,22.0,0.0,365.0,44.0,61.0,40.0,21.0,,,0.0,,
1500.0,Chhattisgarh,Korba,Dhegurdih Manzipara,82.8371,22.4756,2023.0,7.11,469.0,0.0,140.0,57.0,0.98,3.0,48.0,0.0,130.0,36.0,10.0,20.0,44.0,,,0.0,,
1499.0,Chhattisgarh,Korba,Suttara,82.5133,22.4973,2023.0,7.97,1004.0,0.0,409.0,96.0,0.98,19.0,2.0,0.0,255.0,22.0,48.0,114.0,10.0,,,0.0,,
1498.0,Chhattisgarh,Korba,Sindhiya,82.5024,22.2708,2023.0,7.72,222.0,0.0,24.0,50.0,1.38,1.0,23.0,0.0,65.0,12.0,8.0,21.0,7.0,,,2.59,,
1497.0,Chhattisgarh,Korba,Rajkamma,82.4783,22.3769,2023.0,7.09,882.0,0.0,250.0,128.0,0.35,20.0,43.0,0.0,325.0,48.0,49.0,46.0,4.0,,,0.0,,
1496.0,Chhattisgarh,Korba,Rainpur,82.461,22.3508,2023.0,7.83,987.0,0.0,189.0,202.0,0.88,42.0,0.0,0.0,115.0,44.0,1.0,173.0,2.0,,,0.0,,
1495.0,Chhattisgarh,Korba,Naraibodh,82.6219,22.3425,2023.0,6.75,255.0,0.0,67.0,32.0,0.76,2.0,39.0,0.0,75.0,12.0,11.0,21.0,13.0,,,0.0,,
1494.0,Chhattisgarh,Korba,Chaitama,82.4333,22.2775,2023.0,7.62,600.0,0.0,238.0,53.0,1.54,13.0,24.0,0.0,210.0,36.0,29.0,44.0,1.0,,,0.0,,
1493.0,Chhattisgarh,Korba,Tuman,82.7853,22.575,2023.0,8.19,195.0,0.0,85.0,18.0,0.85,2.0,2.0,0.0,65.0,18.0,5.0,12.0,3.0,,,0.0,,
1479.0,Chhattisgarh,Kawardha,Biroda,81.1316,21.7666,2023.0,7.75,526.0,0.0,311.0,18.0,0.2,1.0,0.0,0.0,235.0,42.0,31.0,23.0,1.0,,,0.0,,
1480.0,Chhattisgarh,Kawardha,Chhuiha,81.2414,21.8101,2023.0,7.44,772.0,0.0,390.0,28.0,0.09,4.0,14.0,0.0,220.0,46.0,25.0,69.0,1.0,,,0.0,,
1481.0,Chhattisgarh,Kawardha,Sahaspur Lohara.1,81.1292,21.8333,2023.0,7.24,1368.0,0.0,439.0,156.0,0.35,54.0,54.0,0.0,415.0,68.0,59.0,115.0,2.0,,,0.0,,
1482.0,Chhattisgarh,Kawardha,Uriakhurd,81.1733,21.8753,2023.0,7.79,652.0,0.0,378.0,18.0,0.17,4.0,7.0,0.0,220.0,52.0,22.0,51.0,1.0,,,0.0,,
1483.0,Chhattisgarh,Kawardha,Saroda Dadar,81.2083,22.0681,2023.0,7.98,387.0,0.0,207.0,14.0,0.1,2.0,0.0,0.0,150.0,46.0,8.0,13.0,2.0,,,0.0,,
1484.0,Chhattisgarh,Kondagaon,Keshkal,81.586,20.0723,2023.0,6.99,320.0,0.0,159.0,11.0,0.0,8.0,13.0,0.0,120.0,36.0,7.0,17.0,1.0,,,0.0,,
1510.0,Chhattisgarh,Korba,Hardibazar,82.5478,22.4347,2023.0,7.3,325.0,0.0,110.0,14.0,0.09,3.0,45.0,0.0,75.0,24.0,4.0,33.0,12.0,,,0.0,,
1485.0,Chhattisgarh,Kondagaon,Kondagaon,81.6683,19.6008,2023.0,7.5,720.0,0.0,360.0,32.0,0.06,15.0,13.0,0.0,310.0,102.0,13.0,18.0,6.0,,,0.0,,
1487.0,Chhattisgarh,Korba,Batati Junction,82.9237,22.2,2023.0,7.2,120.0,0.0,43.0,11.0,0.46,2.0,12.0,0.0,35.0,10.0,2.0,9.0,6.0,,,0.0,,
1488.0,Chhattisgarh,Korba,Champa Mode,82.9916,22.4333,2023.0,7.35,56.0,0.0,12.0,4.0,0.26,1.0,9.0,0.0,15.0,4.0,1.0,2.0,5.0,,,0.0,,
1489.0,Chhattisgarh,Korba,Kartala,82.9625,22.2057,2023.0,7.17,230.0,0.0,73.0,21.0,1.31,5.0,15.0,0.0,80.0,14.0,11.0,8.0,12.0,,,0.0,,
1490.0,Chhattisgarh,Korba,Sakdukala,82.8824,22.3667,2023.0,7.1,150.0,0.0,73.0,11.0,0.78,1.0,4.0,0.0,60.0,22.0,1.0,2.0,7.0,,,0.0,,
1491.0,Chhattisgarh,Korba,Salihabhata,82.8347,22.2786,2023.0,7.41,398.0,0.0,128.0,36.0,0.09,7.0,27.0,0.0,125.0,34.0,10.0,14.0,20.0,,,0.0,,
1492.0,Chhattisgarh,Korba,Tilkeja,82.7631,22.4714,2023.0,7.54,2430.0,0.0,598.0,462.0,0.29,26.0,35.0,0.0,985.0,112.0,169.0,103.0,18.0,,,18.65,,
1486.0,Chhattisgarh,Korba,Barpali,82.7733,22.3514,2023.0,7.5,116.0,0.0,49.0,11.0,0.97,1.0,0.0,0.0,50.0,12.0,5.0,2.0,3.0,,,0.0,,
2961.0,Jharkhand,Bokaro,Banchas,85.9715,23.6229,2023.0,7.17,230.0,0.0,98.0,21.0,0.74,4.0,2.0,0.0,95.0,28.0,6.0,5.0,7.0,,,4.74,,
1511.0,Chhattisgarh,Korba,Nunera,82.43,22.3369,2023.0,6.92,218.0,0.0,73.0,14.0,1.41,1.0,39.0,0.0,65.0,14.0,7.0,11.0,10.0,,,0.0,,
1513.0,Chhattisgarh,Korba,Ramtarai-I,82.487,22.339,2023.0,7.35,96.0,0.0,43.0,7.0,0.88,1.0,2.0,0.0,35.0,8.0,4.0,4.0,4.0,,,0.0,,
1544.0,Chhattisgarh,Koriya,Seri,81.7045,23.6488,2023.0,7.58,187.0,0.0,37.0,14.0,0.31,52.0,10.0,0.0,80.0,22.0,6.0,10.0,5.0,,,0.0,,
1543.0,Chhattisgarh,Koriya,Janakpur,81.7958,23.7167,2023.0,7.8,295.0,0.0,85.0,36.0,0.29,2.0,19.0,0.0,115.0,34.0,7.0,10.0,6.0,,,0.0,,
1541.0,Chhattisgarh,Koriya,Chutki,81.95,23.5736,2023.0,8.28,346.0,0.0,232.0,7.0,0.67,1.0,3.0,0.0,195.0,42.0,22.0,2.0,5.0,,,0.0,,
1540.0,Chhattisgarh,Koriya,Baharsi.1,81.8542,23.6125,2023.0,7.98,408.0,0.0,189.0,28.0,0.39,3.0,11.0,0.0,140.0,36.0,12.0,32.0,4.0,,,0.0,,
1539.0,Chhattisgarh,Koriya,Tengni,82.7392,23.3167,2023.0,7.41,639.0,0.0,122.0,96.0,0.11,53.0,15.0,0.0,240.0,58.0,23.0,32.0,10.0,,,0.0,,
1538.0,Chhattisgarh,Koriya,Ranai,82.7028,23.2806,2023.0,7.9,440.0,0.0,140.0,18.0,1.38,48.0,8.0,0.0,170.0,48.0,12.0,10.0,14.0,,,0.0,,
1537.0,Chhattisgarh,Koriya,Patan,81.1889,23.5043,2023.0,7.88,476.0,0.0,189.0,32.0,0.2,33.0,19.0,0.0,195.0,58.0,12.0,23.0,6.0,,,0.0,,
1536.0,Chhattisgarh,Koriya,Nagar (Station),82.3619,23.3862,2023.0,7.47,220.0,0.0,73.0,7.0,0.88,49.0,5.0,0.0,95.0,28.0,6.0,9.0,3.0,,,0.0,,
1535.0,Chhattisgarh,Koriya,Mansukha,82.4917,23.225,2023.0,7.45,172.0,0.0,24.0,7.0,0.35,52.0,7.0,0.0,60.0,20.0,2.0,9.0,5.0,,,0.0,,
1534.0,Chhattisgarh,Koriya,Khodri,82.4827,23.4103,2023.0,7.2,134.0,0.0,37.0,18.0,0.15,9.0,1.0,0.0,35.0,10.0,2.0,14.0,3.0,,,0.0,,
1533.0,Chhattisgarh,Koriya,Khatgori,82.5264,23.3708,2023.0,7.44,250.0,0.0,73.0,11.0,1.41,51.0,0.0,0.0,65.0,22.0,2.0,22.0,14.0,,,2.78,,
1532.0,Chhattisgarh,Koriya,Jamgahana,82.6228,23.3011,2023.0,7.94,625.0,0.0,226.0,75.0,0.52,11.0,12.0,0.0,250.0,72.0,17.0,21.0,6.0,,,0.0,,
1531.0,Chhattisgarh,Koriya,Girjapur,82.717,23.3012,2023.0,8.15,293.0,0.0,165.0,14.0,0.38,1.0,2.0,0.0,130.0,36.0,10.0,14.0,4.0,,,0.0,,
1530.0,Chhattisgarh,Koriya,Chharcha Basti,82.3149,23.3542,2023.0,7.62,46.0,0.0,12.0,4.0,0.16,1.0,10.0,0.0,15.0,4.0,1.0,2.0,3.0,,,0.0,,
1529.0,Chhattisgarh,Korba,Ratija,82.4871,22.2056,2023.0,7.94,286.0,0.0,128.0,25.0,0.67,1.0,1.0,0.0,120.0,36.0,7.0,5.0,4.0,,,0.0,,
