pH,EC_uScm,TDS_mgL,HCO3_mgL,Cl_mgL,F_mgL,SO4,NO3,Total_Hardness_mgL,Ca_mgL,Mg_mgL,Na_mgL,K_mgL,pH_exceed,TDS_mgL_exceed,NO3_exceed,F_mgL_exceed,Cl_mgL_exceed,SO4_exceed,Total_Hardness_mgL_exceed,risk_score,risk_label,Latitude,Longitude,State,District,Location,coordinate_flag
7.74,311.0,208.37,134.0,28.0,0.42,12.0,12.0,120.0,40.0,5.0,18.0,10.0,0,0,0,0,0,0,0,0,SAFE,22.2433,84.8825,Odisha,Sundargarh,R-17 Jhumpudibasti(Nuabazar),
7.98,436.0,292.12,159.0,46.0,0.54,34.0,5.0,190.0,48.0,17.0,24.0,5.0,0,0,0,0,0,0,0,0,SAFE,22.2661,84.8906,Odisha,Sundargarh,R-18 Koel Nagar,
7.53,663.0,444.21,159.0,82.0,0.46,14.0,141.0,155.0,40.0,13.0,86.0,14.0,0,0,1,0,0,0,0,1,MODERATE,22.2758,84.9053,Odisha,Sundargarh,R-20 Jhirpani,
8.09,652.0,436.84,232.0,89.0,0.51,37.0,9.0,275.0,76.0,21.0,39.0,1.0,0,0,0,0,0,0,1,1,MODERATE,22.2558,84.8947,Odisha,Sundargarh,R-21 Sector-1,
8.04,365.0,244.55,177.0,32.0,0.53,9.0,2.0,155.0,44.0,11.0,14.0,12.0,0,0,0,0,0,0,0,0,SAFE,22.2572,84.885,Odisha,Sundargarh,R-23 Sector-3,
7.89,559.0,374.53,183.0,82.0,0.23,34.0,28.0,175.0,44.0,16.0,44.0,19.0,0,0,0,0,0,0,0,0,SAFE,22.2528,84.8731,Odisha,Sundargarh,R-25 Ambagaon,
8.04,303.0,203.01,165.0,18.0,0.88,5.0,2.0,145.0,34.0,15.0,9.0,2.0,0,0,0,0,0,0,0,0,SAFE,22.2561,84.8603,Odisha,Sundargarh,R-26 Sector-6,
7.58,276.0,184.92,140.0,21.0,0.37,6.0,2.0,125.0,30.0,12.0,11.0,3.0,0,0,0,0,0,0,0,0,SAFE,22.2592,84.8522,Odisha,Sundargarh,R-27 Sector-7,
7.66,288.0,192.96,79.0,43.0,0.07,21.0,14.0,105.0,28.0,9.0,22.0,5.0,0,0,0,0,0,0,0,0,SAFE,22.2658,84.8672,Odisha,Sundargarh,R-33 Sector 18,
7.75,252.0,168.84,67.0,43.0,0.25,17.0,7.0,95.0,30.0,5.0,20.0,1.0,0,0,0,0,0,0,0,0,SAFE,22.2603,84.8481,Odisha,Sundargarh,R-28 Sector-8,
7.89,219.0,146.73000000000002,110.0,18.0,0.72,5.0,1.0,100.0,24.0,10.0,9.0,2.0,0,0,0,0,0,0,0,0,SAFE,22.2578,84.8361,Odisha,Sundargarh,R-29 Sector-9,
7.77,238.0,159.46,98.0,25.0,0.38,7.0,6.0,100.0,32.0,5.0,15.0,3.0,0,0,0,0,0,0,0,0,SAFE,22.2603,84.8394,Odisha,Sundargarh,R-30 Sector-13,
7.75,186.0,124.62,92.0,11.0,0.67,8.0,4.0,70.0,20.0,5.0,15.0,2.0,0,0,0,0,0,0,0,0,SAFE,22.2331,84.8367,Odisha,Sundargarh,R-07 Udit Nagar-1,
7.9,1461.0,978.87,427.0,220.0,1.68,56.0,143.0,350.0,42.0,60.0,196.0,3.0,0,1,1,1,0,0,1,4,HIGH,22.2375,84.8383,Odisha,Sundargarh,R-06 Basanti Colony,
8.22,962.0,644.5400000000001,268.0,145.0,1.34,74.0,42.0,325.0,52.0,47.0,90.0,5.0,0,1,0,0,0,0,1,2,MODERATE,22.1875,84.855,Odisha,Sundargarh,R-02 Jalda Rangila Chhak,
7.82,1101.0,737.6700000000001,281.0,213.0,0.77,84.0,16.0,300.0,36.0,51.0,127.0,8.0,0,1,0,0,0,0,1,2,MODERATE,22.1931,84.8625,Odisha,Sundargarh,R-01 Jalda C-Block,
7.58,760.0,509.2000000000001,304.0,53.0,1.0,37.0,22.0,282.0,63.0,31.0,39.0,3.0,0,1,0,0,0,0,1,2,MODERATE,20.8881,83.8164,Odisha,Sonapur,Dhurakhaman,
7.58,1311.0,878.37,447.0,144.0,0.0,53.0,28.0,450.0,108.0,45.0,91.0,6.0,0,1,0,0,0,0,1,2,MODERATE,20.8969,83.7575,Odisha,Sonapur,Khaliapali,
7.49,1634.0,1094.78,549.0,202.0,0.0,45.0,19.0,566.0,141.0,53.0,130.0,5.0,0,1,0,0,0,0,1,2,MODERATE,20.8744,83.8222,Odisha,Sonapur,Nandanamal,
7.37,579.0,387.93,326.0,13.0,0.49,14.0,8.0,197.0,47.0,20.0,38.0,1.0,0,0,0,0,0,0,0,0,SAFE,20.6522,83.6508,Odisha,Sonapur,Palsapadar,
7.92,920.0,616.4000000000001,375.0,72.0,0.53,64.0,10.0,294.0,53.0,40.0,80.0,2.0,0,1,0,0,0,0,1,2,MODERATE,20.7069,83.6719,Odisha,Sonapur,Sargaj 1,
7.62,248.0,166.16,55.0,39.0,0.44,37.0,2.0,80.0,26.0,4.0,21.0,7.0,0,0,0,0,0,0,0,0,SAFE,22.2756,84.8564,Odisha,Sundargarh,R-34 Sector-17,
7.87,612.0,410.04,268.0,41.0,0.43,22.0,7.0,227.0,41.0,30.0,28.0,15.0,0,0,0,0,0,0,1,1,MODERATE,21.4311,84.0608,Odisha,Sambalpur,Talpali,
7.91,1188.0,795.96,383.0,166.0,0.0,69.0,6.0,492.0,151.0,29.0,49.0,16.0,0,1,0,0,0,0,1,2,MODERATE,21.0294,83.8125,Odisha,Sonapur,Binika,
7.93,346.0,231.82,134.0,39.0,0.0,18.0,1.0,130.0,38.0,9.0,24.0,2.0,0,0,0,0,0,0,0,0,SAFE,21.0111,83.9528,Odisha,Sonapur,"Kotasamalai, Dw",
7.34,710.0,475.7000000000001,311.0,59.0,0.0,25.0,5.0,280.0,90.0,14.0,40.0,3.0,0,0,0,0,0,0,1,1,MODERATE,20.8608,83.9642,Odisha,Sonapur,Mahada,
7.61,1107.0,741.69,425.0,147.0,0.0,25.0,2.0,357.0,90.0,33.0,96.0,7.0,0,1,0,0,0,0,1,2,MODERATE,20.8608,83.9642,Odisha,Sonapur,Metakani,
7.92,389.0,260.63,149.0,42.0,0.0,17.0,2.0,150.0,41.0,12.0,26.0,2.0,0,0,0,0,0,0,0,0,SAFE,20.9131,83.9111,Odisha,Sonapur,Naikpada,
8.0,2919.0,1955.73,915.0,396.0,0.0,89.0,42.0,869.0,286.0,39.0,261.0,21.0,0,1,0,0,1,0,1,3,HIGH,20.995,83.7922,Odisha,Sonapur,Phulmuthi,
7.43,748.0,501.16,308.0,81.0,0.0,34.0,4.0,266.0,80.0,17.0,55.0,11.0,0,1,0,0,0,0,1,2,MODERATE,21.1358,83.8781,Odisha,Sonapur,S Patrapali,
7.45,620.0,415.4,244.0,52.0,1.0,33.0,14.0,248.0,56.0,27.0,33.0,1.0,0,0,0,0,0,0,1,1,MODERATE,20.8522,83.9042,Odisha,Sonapur,Sonepur,
7.9,278.0,186.26,155.0,8.0,0.0,3.0,2.0,111.0,31.0,8.0,13.0,2.0,0,0,0,0,0,0,0,0,SAFE,21.0692,83.7847,Odisha,Sonapur,"Bishalpali(Chhak), Dw",
7.52,900.0,603.0,363.0,76.0,0.0,55.0,13.0,339.0,102.0,21.0,51.0,4.0,0,1,0,0,0,0,1,2,MODERATE,21.0467,83.8,Odisha,Sonapur,Danipali,
7.75,375.0,251.25000000000003,134.0,24.0,0.0,33.0,15.0,112.0,33.0,7.0,31.0,10.0,0,0,0,0,0,0,0,0,SAFE,20.2842,85.8494,Odisha,Khordha,Bhubaneswar-I,
8.03,1639.0,1098.13,455.0,235.0,1.0,77.0,43.0,497.0,119.0,50.0,151.0,4.0,0,1,0,0,0,0,1,2,MODERATE,21.3403,83.9642,Odisha,Sambalpur,Sahaspur,
8.06,534.0,357.78000000000003,242.0,26.0,0.0,23.0,6.0,192.0,62.0,9.0,28.0,7.0,0,0,0,0,0,0,0,0,SAFE,21.5022,83.9431,Odisha,Sambalpur,Remerha,
7.91,1011.0,677.37,339.0,109.0,1.0,80.0,2.0,283.0,64.0,30.0,75.0,58.0,0,1,0,0,0,0,1,2,MODERATE,19.9722,85.8222,Odisha,Puri,Sadanandapur,
7.43,1872.0,1254.24,856.0,237.0,0.0,162.0,3.0,357.0,75.0,40.0,361.0,53.0,0,1,0,0,0,0,1,2,MODERATE,19.95,85.8089,Odisha,Puri,Sakhigopal 3,
8.04,925.0,619.75,341.0,71.0,0.0,58.0,15.0,314.0,104.0,13.0,59.0,9.0,0,1,0,0,0,0,1,2,MODERATE,19.8231,85.8708,Odisha,Puri,"P-33 Sorbodaya Nagar, Dw",
7.36,344.0,230.48,98.0,20.0,0.19,28.0,36.0,149.0,39.0,13.0,12.0,2.0,0,0,0,0,0,0,0,0,SAFE,22.1042,84.2719,Odisha,Sambalpur,Bampei,
7.71,429.0,287.43,165.0,39.0,0.2,21.0,2.0,157.0,48.0,9.0,23.0,6.0,0,0,0,0,0,0,0,0,SAFE,21.9139,84.3875,Odisha,Sambalpur,Kesaibahal,
7.99,588.0,393.96,251.0,45.0,0.0,21.0,8.0,176.0,43.0,17.0,44.0,14.0,0,0,0,0,0,0,0,0,SAFE,21.4261,83.8881,Odisha,Sambalpur,"Babubandha, Dw",
7.44,1854.0,1242.18,501.0,351.0,1.0,12.0,5.0,440.0,104.0,45.0,225.0,9.0,0,1,0,0,1,0,1,3,HIGH,21.4425,83.9147,Odisha,Sambalpur,"Baijamunda, Dw",
7.81,183.0,122.61,71.0,14.0,0.0,11.0,8.0,61.0,16.0,5.0,13.0,4.0,0,0,0,0,0,0,0,0,SAFE,21.5286,83.9819,Odisha,Sambalpur,"Golgunda, Dw",
7.75,511.0,342.37,304.0,15.0,0.0,12.0,2.0,120.0,34.0,9.0,73.0,5.0,0,0,0,0,0,0,0,0,SAFE,21.5936,84.0236,Odisha,Sambalpur,Gunchamal,
8.07,532.0,356.44,202.0,45.0,1.0,34.0,2.0,174.0,49.0,13.0,41.0,3.0,0,0,0,0,0,0,0,0,SAFE,21.5936,84.0236,Odisha,Sambalpur,"Gunchamal, Dw",
8.14,205.0,137.35,93.0,15.0,0.0,15.0,0.0,74.0,20.0,6.0,15.0,2.0,0,0,0,0,0,0,0,0,SAFE,21.5306,83.8972,Odisha,Sambalpur,Hirakud,
8.19,506.0,339.02000000000004,244.0,29.0,1.0,16.0,1.0,229.0,58.0,21.0,17.0,2.0,0,0,0,0,0,0,1,1,MODERATE,21.5514,83.9772,Odisha,Sambalpur,Jamadarpali,
8.14,966.0,647.22,191.0,162.0,1.0,90.0,53.0,269.0,95.0,8.0,106.0,4.0,0,1,1,0,0,0,1,3,HIGH,21.5272,83.9828,Odisha,Sambalpur,Jugipali,
8.09,864.0,578.88,334.0,95.0,0.0,38.0,20.0,417.0,136.0,19.0,20.0,1.0,0,1,0,0,0,0,1,2,MODERATE,21.5947,84.0008,Odisha,Sambalpur,Pitapali,
7.21,867.0,580.89,420.0,36.0,0.9,26.0,3.0,204.0,46.0,21.0,108.0,3.0,0,1,0,0,0,0,1,2,MODERATE,21.6319,84.0494,Odisha,Sambalpur,Rengali,
8.09,1018.0,682.0600000000001,351.0,75.0,0.0,55.0,63.0,306.0,87.0,22.0,53.0,60.0,0,1,1,0,0,0,1,3,HIGH,21.4731,83.9603,Odisha,Sambalpur,"Sambalpur, Dw",
7.38,452.0,302.84000000000003,214.0,15.0,0.25,30.0,1.0,161.0,53.0,7.0,23.0,10.0,0,0,0,0,0,0,0,0,SAFE,21.5483,84.0417,Odisha,Sambalpur,Sason1,
8.18,1538.0,1030.46,511.0,209.0,0.0,49.0,3.0,259.0,47.0,34.0,156.0,134.0,0,1,0,0,0,0,1,2,MODERATE,19.9494,85.7478,Odisha,Puri,Algum,
7.18,526.0,352.42,234.0,32.0,0.33,15.0,8.0,190.0,51.0,15.0,21.0,25.0,0,0,0,0,0,0,0,0,SAFE,21.4939,84.2822,Odisha,Sambalpur,Badarama 1,
7.15,1275.0,854.25,164.0,204.0,0.0,88.0,4.0,85.0,32.0,1.0,145.0,93.0,0,1,0,0,0,0,0,1,MODERATE,19.8989,85.7797,Odisha,Puri,Pratapramchandr,
8.2,1220.0,817.4000000000001,554.0,76.0,0.0,8.0,14.0,369.0,112.0,22.0,79.0,35.0,0,1,0,0,0,0,1,2,MODERATE,19.8131,85.8147,Odisha,Puri,"P-46 Behrasahi, Dw",
7.96,889.0,595.63,222.0,106.0,0.0,19.0,14.0,98.0,19.0,12.0,97.0,43.0,0,1,0,0,0,0,0,1,MODERATE,20.0544,86.0033,Odisha,Puri,Nimapara 2,
7.29,71.0,47.57,13.0,6.0,0.0,2.0,9.0,16.0,5.0,1.0,5.0,2.0,0,0,0,0,0,0,0,0,SAFE,20.1419,85.755,Odisha,Puri,Burhapara 1,
7.9,1338.0,896.46,370.0,126.0,0.0,67.0,15.0,223.0,52.0,22.0,95.0,106.0,0,1,0,0,0,0,1,2,MODERATE,20.0808,85.8322,Odisha,Puri,Dandamukundpur,
7.79,772.0,517.24,335.0,30.0,0.0,14.0,7.0,170.0,38.0,18.0,49.0,49.0,0,1,0,0,0,0,0,1,MODERATE,20.0439,85.8175,Odisha,Puri,Mangalpur 1,
8.02,1183.0,792.61,324.0,86.0,0.0,178.0,1.0,193.0,45.0,19.0,153.0,38.0,0,1,0,0,0,0,0,1,MODERATE,19.9942,85.8,Odisha,Puri,Maunimatha,
7.96,577.0,386.59,128.0,31.0,0.0,38.0,12.0,106.0,24.0,11.0,33.0,16.0,0,0,0,0,0,0,0,0,SAFE,19.8322,85.8728,Odisha,Puri,Baliguari,
7.23,288.0,192.96,97.0,16.0,0.0,9.0,2.0,66.0,18.0,5.0,17.0,7.0,0,0,0,0,0,0,0,0,SAFE,19.8908,85.815,Odisha,Puri,Chandanpur,
7.01,5434.0,3640.78,61.0,1761.0,0.0,84.0,12.0,1127.0,270.0,108.0,595.0,155.0,0,1,0,0,1,0,1,3,HIGH,19.8336,85.8361,Odisha,Puri,P-01 Krupa Sindura Patna,
7.7,447.0,299.49,44.0,63.0,0.0,30.0,12.0,82.0,25.0,5.0,29.0,18.0,0,0,0,0,0,0,0,0,SAFE,19.8042,85.8064,Odisha,Puri,P-06 Chhapana Chhak,
7.97,630.0,422.1,175.0,45.0,0.0,28.0,31.0,162.0,46.0,12.0,41.0,9.0,0,0,0,0,0,0,0,0,SAFE,19.8056,85.8508,Odisha,Puri,P-12 Iti Chhak,
7.96,3170.0,2123.9,694.0,494.0,0.0,782.0,96.0,849.0,239.0,61.0,567.0,61.0,0,1,1,0,1,1,1,5,HIGH,19.8167,85.8064,Odisha,Puri,P-19 Kashi Jagannathpur,
8.08,1107.0,741.69,393.0,90.0,0.0,28.0,9.0,294.0,87.0,18.0,69.0,34.0,0,1,0,0,0,0,1,2,MODERATE,19.8106,85.8297,Odisha,Puri,P-23 Hara Gouri Sahi,
7.86,890.0,596.3000000000001,65.0,84.0,8.0,95.0,76.0,219.0,65.0,14.0,50.0,19.0,0,1,1,1,0,0,1,4,HIGH,19.7953,85.7833,Odisha,Puri,P-32 Gobardhan Matha,
7.4,843.0,564.8100000000001,251.0,77.0,0.0,5.0,57.0,231.0,64.0,17.0,53.0,17.0,0,1,1,0,0,0,1,3,HIGH,19.8192,85.8469,Odisha,Puri,P-34 Sidha Mahavir,
8.08,1169.0,783.23,313.0,131.0,0.0,56.0,29.0,277.0,84.0,16.0,76.0,65.0,0,1,0,0,0,0,1,2,MODERATE,19.8106,85.8247,Odisha,Puri,P-37 Jagannatha Ballava Matha,
7.84,910.0,609.7,352.0,79.0,0.0,19.0,36.0,257.0,73.0,18.0,61.0,47.0,0,1,0,0,0,0,1,2,MODERATE,19.8119,85.8281,Odisha,Puri,P-41 Grand Road,
7.92,740.0,495.8,229.0,59.0,1.0,24.0,49.0,185.0,54.0,12.0,46.0,42.0,0,0,1,0,0,0,0,1,MODERATE,19.8064,85.8189,Odisha,Puri,P-44 Jagannath Temple,
8.1,1050.0,703.5,301.0,109.0,0.0,33.0,41.0,300.0,80.0,24.0,59.0,32.0,0,1,0,0,0,0,1,2,MODERATE,19.8036,85.8136,Odisha,Puri,P-50 Baselisahi,
7.98,527.0,353.09000000000003,165.0,57.0,0.47,37.0,6.0,160.0,41.0,14.0,48.0,3.0,0,0,0,0,0,0,0,0,SAFE,21.5364,84.4011,Odisha,Sambalpur,Jamankira 1,
7.65,650.0,435.5,317.0,40.0,0.34,9.0,1.0,243.0,41.0,34.0,33.0,6.0,0,0,0,0,0,0,1,1,MODERATE,21.4644,84.2306,Odisha,Sambalpur,Kadalipali,
7.98,412.0,276.04,159.0,25.0,0.29,16.0,35.0,161.0,45.0,12.0,18.0,2.0,0,0,0,0,0,0,0,0,SAFE,21.4372,84.0331,Odisha,Sambalpur,Katar Kela,
8.09,2060.0,1380.2,756.0,244.0,1.0,18.0,10.0,645.0,170.0,55.0,128.0,47.0,0,1,0,0,0,0,1,2,MODERATE,21.3394,83.9808,Odisha,Sambalpur,Bausenmura,
7.75,522.0,349.74,129.0,55.0,0.0,65.0,21.0,221.0,55.0,21.0,26.0,1.0,0,0,0,0,0,0,1,1,MODERATE,21.3253,83.9547,Odisha,Sambalpur,Chhachanpali,
7.98,208.0,139.36,111.0,7.0,0.0,15.0,1.0,88.0,28.0,5.0,11.0,3.0,0,0,0,0,0,0,0,0,SAFE,21.3439,83.8864,Odisha,Sambalpur,Chiplima,
7.99,229.0,153.43,117.0,12.0,0.0,13.0,1.0,97.0,22.0,11.0,13.0,1.0,0,0,0,0,0,0,0,0,SAFE,21.2183,83.9164,Odisha,Sambalpur,Deogaon,
7.71,638.0,427.46,264.0,65.0,0.0,17.0,1.0,225.0,65.0,16.0,45.0,2.0,0,0,0,0,0,0,1,1,MODERATE,21.2528,83.9278,Odisha,Sambalpur,Dhama,
8.07,502.0,336.34000000000003,176.0,36.0,0.0,25.0,39.0,191.0,57.0,12.0,26.0,2.0,0,0,0,0,0,0,0,0,SAFE,21.4442,83.9908,Odisha,Sambalpur,"Dhanupalli, Dw",
8.2,768.0,514.5600000000001,310.0,55.0,1.0,37.0,2.0,242.0,52.0,28.0,36.0,34.0,0,1,0,0,0,0,1,2,MODERATE,21.2386,83.9389,Odisha,Sambalpur,Gainpura,
8.09,1043.0,698.8100000000001,322.0,103.0,1.0,121.0,1.0,325.0,93.0,23.0,62.0,57.0,0,1,0,0,0,0,1,2,MODERATE,21.4258,83.8994,Odisha,Sambalpur,"Gosala, Dw",
7.92,787.0,527.2900000000001,445.0,24.0,1.0,7.0,2.0,289.0,36.0,50.0,50.0,3.0,0,1,0,0,0,0,1,2,MODERATE,21.3811,83.9961,Odisha,Sambalpur,"Gutanpada, Dw",
8.16,763.0,511.21,232.0,152.0,1.0,4.0,1.0,184.0,23.0,32.0,102.0,1.0,0,1,0,0,0,0,0,1,MODERATE,21.1986,83.9189,Odisha,Sambalpur,Hotapala,
7.81,648.0,434.16,245.0,75.0,1.0,28.0,2.0,227.0,65.0,16.0,46.0,1.0,0,0,0,0,0,0,1,1,MODERATE,21.3408,84.04,Odisha,Sambalpur,Jhankarbahali,
8.11,898.0,601.6600000000001,333.0,116.0,0.0,14.0,7.0,234.0,52.0,26.0,90.0,2.0,0,1,0,0,0,0,1,2,MODERATE,21.3567,83.9703,Odisha,Sambalpur,Khunti,
8.12,626.0,419.42,363.0,18.0,0.0,1.0,13.0,303.0,104.0,11.0,9.0,8.0,0,0,0,0,0,0,1,1,MODERATE,21.1819,83.9125,Odisha,Sambalpur,Larasara,
7.66,662.0,443.54,208.0,81.0,0.0,51.0,14.0,243.0,80.0,11.0,45.0,5.0,0,0,0,0,0,0,1,1,MODERATE,21.4061,83.9958,Odisha,Sambalpur,"Maltisubanpur, Dw",
7.45,1138.0,762.46,342.0,115.0,0.59,102.0,11.0,418.0,97.0,42.0,70.0,8.0,0,1,0,0,0,0,1,2,MODERATE,21.4272,84.0369,Odisha,Sambalpur,Maneswar 1,
7.45,2022.0,1354.74,519.0,251.0,1.09,131.0,85.0,664.0,113.0,93.0,167.0,8.0,0,1,1,0,1,0,1,4,HIGH,21.4272,84.0142,Odisha,Sambalpur,Naxapali,
7.54,342.0,229.14,183.0,11.0,0.16,5.0,0.0,43.0,16.0,1.0,59.0,0.0,0,0,0,0,0,0,0,0,SAFE,21.5233,84.1006,Odisha,Sambalpur,Parmanpur,
7.98,658.0,440.86,315.0,49.0,0.0,15.0,8.0,271.0,78.0,19.0,33.0,3.0,0,0,0,0,0,0,1,1,MODERATE,21.3672,83.9833,Odisha,Sambalpur,Batemura,
7.97,460.0,308.20000000000005,173.0,23.0,0.0,20.0,39.0,186.0,52.0,14.0,15.0,8.0,0,0,0,0,0,0,0,0,SAFE,21.3108,83.9472,Odisha,Sambalpur,Baragaon,
7.71,699.0,468.33,315.0,43.0,0.0,19.0,11.0,208.0,65.0,11.0,59.0,1.0,0,0,0,0,0,0,1,1,MODERATE,21.35,84.0019,Odisha,Sambalpur,Baduapali,
7.45,669.0,448.23,317.0,45.0,0.56,5.0,0.0,211.0,58.0,16.0,52.0,12.0,0,0,0,0,0,0,1,1,MODERATE,21.7797,84.3047,Odisha,Sambalpur,Telitiliamal,
7.87,691.0,462.97,335.0,34.0,0.21,21.0,1.0,320.0,57.0,43.0,9.0,5.0,0,0,0,0,0,0,1,1,MODERATE,21.5506,84.3533,Odisha,Sambalpur,Kuagola,
7.89,289.0,193.63,122.0,20.0,0.27,5.0,6.0,115.0,36.0,6.0,15.0,2.0,0,0,0,0,0,0,0,0,SAFE,21.605,84.2964,Odisha,Sambalpur,Phasimal 1,
7.65,637.0,426.79,336.0,23.0,0.65,14.0,0.0,166.0,35.0,19.0,61.0,11.0,0,0,0,0,0,0,0,0,SAFE,21.7136,84.3794,Odisha,Sambalpur,Subarna Pali,
7.45,378.0,253.26,171.0,28.0,0.03,8.0,4.0,118.0,33.0,9.0,30.0,2.0,0,0,0,0,0,0,0,0,SAFE,21.33,84.3114,Odisha,Sambalpur,Amlipani,
7.2,1671.0,1119.5700000000002,336.0,298.0,0.52,65.0,87.0,631.0,105.0,90.0,89.0,10.0,0,1,1,0,1,0,1,4,HIGH,21.3983,84.1322,Odisha,Sambalpur,Badsahir,
7.49,1354.0,907.18,275.0,227.0,1.59,100.0,14.0,353.0,18.0,75.0,149.0,13.0,0,1,0,1,0,0,1,3,HIGH,21.3767,84.0694,Odisha,Sambalpur,Bhabanipali,
7.65,1025.0,686.75,445.0,66.0,0.12,21.0,30.0,446.0,160.0,11.0,33.0,3.0,0,1,0,0,0,0,1,2,MODERATE,21.3375,84.1042,Odisha,Sambalpur,Hatibari 1,
7.45,487.0,326.29,183.0,35.0,0.4,39.0,7.0,192.0,36.0,25.0,22.0,1.0,0,0,0,0,0,0,0,0,SAFE,21.4444,84.0708,Odisha,Sambalpur,Jayantpur,
7.98,462.0,309.54,153.0,63.0,1.0,9.0,6.0,136.0,35.0,12.0,40.0,2.0,0,0,0,0,0,0,0,0,SAFE,21.3806,83.8875,Odisha,Sambalpur,"Rupapali, Dw",
7.63,1489.0,997.63,317.0,279.0,2.79,53.0,3.0,535.0,77.0,83.0,104.0,13.0,0,1,0,1,1,0,1,4,HIGH,21.4206,84.1014,Odisha,Sambalpur,Jhargulanda 1,
7.65,1004.0,672.6800000000001,232.0,146.0,0.56,74.0,38.0,344.0,55.0,50.0,70.0,4.0,0,1,0,0,0,0,1,2,MODERATE,21.4583,84.1111,Odisha,Sambalpur,Nildungri,
7.41,1964.0,1315.88,421.0,403.0,1.92,54.0,12.0,585.0,83.0,92.0,180.0,7.0,0,1,0,1,1,0,1,4,HIGH,21.45,84.1492,Odisha,Sambalpur,Padiabahal,
7.56,956.0,640.52,220.0,114.0,0.3,67.0,84.0,320.0,86.0,25.0,69.0,6.0,0,1,1,0,0,0,1,3,HIGH,21.7136,84.3794,Odisha,Sambalpur,Boxma,
7.65,499.0,334.33000000000004,232.0,44.0,0.25,4.0,2.0,189.0,52.0,14.0,22.0,4.0,0,0,0,0,0,0,0,0,SAFE,21.7425,84.3483,Odisha,Sambalpur,Kuchinda,
7.04,1246.0,834.82,409.0,160.0,0.35,47.0,25.0,364.0,113.0,20.0,113.0,5.0,0,1,0,0,0,0,1,2,MODERATE,21.7647,84.5275,Odisha,Sambalpur,Kusumi,
7.32,454.0,304.18,244.0,7.0,0.26,10.0,2.0,195.0,39.0,24.0,15.0,4.0,0,0,0,0,0,0,0,0,SAFE,21.7522,84.4436,Odisha,Sambalpur,Loiraguna,
7.68,123.0,82.41000000000001,61.0,6.0,0.31,4.0,1.0,37.0,11.0,3.0,10.0,1.0,0,0,0,0,0,0,0,0,SAFE,21.8483,84.3722,Odisha,Sambalpur,Nagadihi Chawk,
7.65,2314.0,1550.38,232.0,495.0,0.77,123.0,126.0,573.0,162.0,41.0,282.0,8.0,0,1,1,0,1,0,1,4,HIGH,21.8019,84.3586,Odisha,Sambalpur,Paruabhari 1,
7.78,216.0,144.72,128.0,3.0,0.4,2.0,1.0,82.0,21.0,7.0,8.0,3.0,0,0,0,0,0,0,0,0,SAFE,21.1967,84.1664,Odisha,Sambalpur,Koakud,
7.18,1440.0,964.8,549.0,123.0,1.79,66.0,5.0,382.0,67.0,52.0,139.0,10.0,0,1,0,1,0,0,1,3,HIGH,17.3403,78.5249,Telangana,Rangareddy,Karmanghat,
7.9,940.0,629.8000000000001,442.0,129.0,0.0,30.0,94.0,445.0,138.0,24.0,78.0,30.0,0,1,1,0,0,0,1,3,HIGH,20.2033,85.4547,Odisha,Khordha,Begunia 1,
8.11,815.0,546.0500000000001,381.0,125.0,0.0,29.0,10.0,354.0,102.0,24.0,63.0,29.0,0,1,0,0,0,0,1,2,MODERATE,19.7825,85.1664,Odisha,Khordha,Banapur,
7.0,1586.0,1062.62,452.0,108.0,1.28,130.0,122.0,426.0,110.0,37.0,123.0,8.0,0,1,1,0,0,0,1,3,HIGH,18.0917,78.9435,Telangana,Siddipet,Rajgopalpet,
7.06,917.0,614.39,305.0,46.0,0.5,100.0,60.0,361.0,92.0,32.0,30.0,2.0,0,1,1,0,0,0,1,3,HIGH,18.159,78.7032,Telangana,Siddipet,Pedda Gundavelly,
7.55,314.0,210.38,146.0,23.0,0.44,31.0,9.0,91.0,25.0,7.0,40.0,1.0,0,0,0,0,0,0,0,0,SAFE,18.1083,78.7927,Telangana,Siddipet,Irkode,
6.7,1189.0,796.63,415.0,103.0,1.08,30.0,40.0,372.0,95.0,33.0,67.0,2.0,0,1,0,0,0,0,1,2,MODERATE,18.0531,78.7262,Telangana,Siddipet,Gudi Kandula,
6.9,1032.0,691.44,293.0,52.0,1.25,47.0,97.0,300.0,81.0,24.0,53.0,4.0,0,1,1,0,0,0,1,3,HIGH,17.8031,78.7476,Telangana,Siddipet,Ganeshpalli,
6.8,916.0,613.72,427.0,26.0,0.59,13.0,45.0,358.0,89.0,33.0,25.0,3.0,0,1,0,0,0,0,1,2,MODERATE,17.7708,78.6914,Telangana,Siddipet,Pamulaparthi,
7.02,700.0,469.0,317.0,24.0,0.76,15.0,6.0,215.0,68.0,11.0,36.0,1.0,0,0,0,0,0,0,1,1,MODERATE,17.7295,78.5826,Telangana,Siddipet,Tuniki Bolaram,
7.0,590.0,395.3,244.0,20.0,1.29,24.0,18.0,196.0,60.0,11.0,20.0,5.0,0,0,0,0,0,0,0,0,SAFE,18.0135,78.8856,Telangana,Siddipet,Duddeda,
7.0,764.0,511.88000000000005,330.0,35.0,2.2,42.0,9.0,229.0,58.0,21.0,51.0,4.0,0,1,0,1,0,0,1,3,HIGH,18.1632,78.9631,Telangana,Siddipet,Medipalli,
